Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Location,Sub Location,Description of Location,Constituency,Nearest Town,Beds,Cots,Official Landline,Official Fax,Official Mobile,Official Email,Official Address,Official Alternate No,Town,Post Code,In Charge,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status,ANC,ART,BEOC,BLOOD,CAES SEC,CEOC,C-IMCI,EPI,FP,GROWM,HBC,HCT,IPD,OPD,OUTREACH,PMTCT,RAD/XRAY,RHTC/RHDC,TB DIAG,TB LABS,TB TREAT,YOUTH
19173,Fountain Healthcare,Rift Valley,Uasin Gishu,Eldoret East,Ainapkoi,Medical Clinic,Private Practice - Medical Specialist,Kapsoya,Kapsoya,"on your way to Mediheal Hospital",ELDORET EAST,Eldoret,0,0,0532060203,,0774150677,info@fortunehealthgrp.com,P.O Box 6819,,Eldoret,30100,Dr.Neford Ongaro,Doctor In Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
14502,Fountain Medical Centre,Rift Valley,Narok,Narok North,Central,Medical Clinic,Christian Health Association of Kenya,Upper Melili,Narok Town,Along Nyawira road,NAROK NORTH,Narok ,0,0,,,,,P.O Box 571,,Narok,20500,Mrs  Jane waikwa ,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,Y,,,,,,,,,
17787,Fountain Medical Clinic,Rift Valley,Nakuru,Nakuru,Lanet,Dispensary,Christian Health Association of Kenya,Lanet,Freearea,Along Nakuru Nairobi Highway near Kenya Pipeline,NAKURU TOWN,Kiondo village,0,0,,,,,P.O Box 1214,,Nakuru,20100,Florence,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18780,Fountain of Hope Medical Clinic,Eastern,Machakos,Machakos,Mlolongo ,Medical Clinic,Private Practice - Nurse / Midwife,Syokimau,Syokimau,,KATHIANI,Top Perfomance Academy,3,3,,,0722123779,pwkaia@yahoo.com,P.O Box 12657,0713765570,Nairobi,00401,Phidef  Kaia,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
14503,Fr andrian Heath Centre,Rift Valley,Kajiado,Mashuru,Mashuuru,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Nkama,Sultan Hamud,OFF MOMBASA ROAD AT SULTAN HAMUD,KAJIADO CENTRAL,Sultan Hamud,3,1,04452054,,,Opera@wananchi.com,,,Sultan Hamud,,Tom,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,Y,,,,,,,,,
10185,Fr Baldo Cath Disp,Central,Nyandarua,Nyandarua Central,Olkalau ,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Olkalau ,Munyeki,Along Nyahururu Olkalou Rd 1km west of Olkalou town,OL KALOU,Olkalau ,0,0,020-2324525,,,olkdisabled.gmail.com,P.O Box  242,,Ol kalou,20303,Margret Kinyanjui,Clinical Officer,N,N,Operational,,,,,,,,,,,,,Y,,,,,,,,,
12020,Fr Meru Dispensary,Eastern,Meru,Imenti North,Miriga Mieru West,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,,,,NORTH IMENTI,Meru,0,0,,,,,,,Meru,60200,Pamela Kanorio,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12184,Kanyangi Sub-District Hospital,Eastern,Kitui,Lower Yatta,Yatta,Sub-District Hospital,Ministry of Health,Kanyangi,Syomunyu,100m South of Kanyangi Trading Centre,KITUI WEST,Kanyangi,3,0,,,,mokibon@yahoo.com,,,KANYANGI,,Boniface M. Kivou,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
14689,Kanyarkwat Dispensary,Rift Valley,West Pokot,West Pokot,Kongelai,Dispensary,Ministry of Health,Kanyarkwat,Kanyarkwat,,KAPENGURIA,Kapenguria,0,0,,,,,P.O Box 434 Kitale,,Kitale,30600,Fanuel. Shitanda,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
16931,Kanyekini Dispensary,Eastern,Kitui,Mwingi West,Migwani,Dispensary,Ministry of Health,Kyome,Musuani,,MWINGI SOUTH,Musuani,0,0,044822551,044822394,,dmohmwingi@yahoo.com ,P.O Box 16,,Mwingi,90400,Rachel Kavutha Maluki ,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
17834,Kanyenyaini ACK Dispensary,Central,Murang'a,Kiharu,Kanyenyaini,Dispensary,Christian Health Association of Kenya,Kanyenyaini,Kanyenyaini,1KM from kanyenyaini Market,KANGEMA,,0,0,,,0726251173,,P.O Box 54,,Kangema,10200,Rosalyne W. Njiri,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
10474,Kanyenyaini Health Centre,Central,Murang'a,Muranga West,Kangema,Health Centre,Ministry of Health,Kanyenyaini,Kanyenyaini,Behind Kanyenyaini town inside the chief's camp,KANGEMA,Kanyenyaini,0,0,,,,,P.O Box 69,,Murang'a,10200,Mary W. Gachaiya,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
10475,Kanyenyaini Medical Clinic,Central,Murang'a,Kiharu,Kangema,Medical Clinic,Private Enterprise (Institution),Kanyenyaini,Kanyenyaini,,KANGEMA,Kangema,0,0,,,,,P.O Box P.O. Box 68,,Murang'A,,Julius Mutegi,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
20084,Kanyerus Dispensary,Rift Valley,West Pokot,North Pokot,Kacheliba,Dispensary,Ministry of Health,Kopulio,Kanyerus,,KACHELIBA,Kacheliba,0,0,,,,,P.O Box 50 Kacheliba,,Kapenguria,30601,Mark Kasait Siwa,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18508,Kanyongonyo,Eastern,Kitui,Lower Yatta,Yatta,Dispensary,Ministry of Health,Kanyongonyo,Kanyongonyo,Kanyongonyo Market,KITUI WEST,Kanyongonyo,0,0,,,,,P.O Box 692,,Kitui,90200,Fredrick Ndelo,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12185,Kanyuambora Dispensary,Eastern,Embu,Mbeere North,Evurore,Dispensary,Ministry of Health,Kanyuambora,Ngura,,SIAKAGO,Kanyuambora,1,0,06821257,068-21257,,mohmbeere@yahoo.com,P.O Box P.O. Box 81,,Siakago,60104,Lenah Maruti,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12186,Kanyunga Health Centre,Eastern,Kitui,Mwingi Central,Central,Health Centre,Ministry of Health,Mwingi,Kanzui,,MWINGI SOUTH,Kanyunga,3,0,044-822551,044-822394,,dmohmwingi@yahoo.com,P.O Box  16,,Mwingi,90400,Joel Kimathi,Clinical Officer,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12187,Kanyungu Dispensary,Eastern,Makueni,Kibwezi,Kibwezi,Dispensary,Ministry of Health,Kikumbulyu,Kathyaka,Near Kanyungu Market and Primary School,KIBWEZI,Kanyungu,2,0,,,,,P.O Box  93,,Kibwezi,90137,Raphael Nzangi Muli,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,,,,,,,,,,
12188,Kanyuru Dispensary,Eastern,Tharaka Nithi,Tharaka South,Central,Dispensary,Ministry of Health,Ntugi,Kanyuru,Ntunyai Kanyuru road,THARAKA,Marimanti Market,0,0,,,,,P.O Box  5,,Marimanti,,Angello Nyaga,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
16994,Kanzau Dispensary,Eastern,Kitui,Kisasi,Chuluni,Dispensary,Ministry of Health,Nzangathi,Nzangathi,On Nzangathi-Mbitini Road,KITUI CENTRAL,Kitui,1,0,,,,,P.O Box 22,,Kitui,90200,,Nursing Officer in Charge,N/A,N/A,Operational,,,,,,,,,,,,,,,,,,,,,,
18687,Kanzauwu Dispensary,Eastern,Kitui,Kitui Central,Mutito,Dispensary,Ministry of Health,Nthangathi,Kaluva,Kanzauwu Primary School,MUTITO,Kanzauwu Market,0,0,,,,,P.O Box 72 ,,Zombe,90213,N/A,Nursing Officer in Charge,N,N,Pending Opening,,,,,,,,,,,,,,,,,,,,,,
12190,Kanziku Health Centre,Eastern,Kitui,Ikutha,Kanziku,Dispensary,Ministry of Health,Kanziku,Kiutunda,,KITUI SOUTH,Kanziku,1,0,,,,,P.O Box P.O. Box 8,,Ikutha,90201,Gladys Mulwa,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12191,Kanzokea Health Centre,Eastern,Makueni,Kathonzweni,Kithuki,Health Centre,Ministry of Health,Kanzokea,Kimundi,"Along Kathonzweni-Makindu Rd,off Kavumbu-Kanzokea Rd,within Kanzokea Mkt",MAKUENI,Kathonzweni ,10,0,,,,,P.O Box P.O. Box 157,,Kathonzweni,90302,Elizabeth Nthale,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
18567,Kanzui Dispensary,Eastern,Kitui,Mwingi Central,Central,Dispensary,Ministry of Health,,,,MWINGI NORTH,Kanzui Town,0,0,,,,dmohmwingi@yahoo.com,P.O Box 16,,Mwingi,90400,Ezekiel Njagi,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12192,Kaongo Health Centre,Eastern,Meru,Meru Central,Abothuguchi East,Health Centre,Ministry of Health,Nduruma,Kaongo,,CENTRAL IMENTI,Kaongo Market,12,0,,,0724-597163,,,,,,Mr Kimathi,Clinical Officer,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
17105,Kaonyweni Dispensary,Eastern,Machakos,Masinga,Masinga,Dispensary,Ministry of Health,Kithyoko,Konyweni,,MASINGA,Kaonyweni,0,0,,,0735459336,,P.O Box 85,,Kithyoko,90119,Daniel Kimeu,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
16335,Kaparon Health Centre,Rift Valley,Elgeyo Marakwet,Marakwet East,Tot,Health Centre,Ministry of Health,Kaben,Marich,,MARAKWET EAST,Kapsowar,0,0,,,,,,,,,fridah chesang,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
17317,Kapchanga Dispensary,Rift Valley,Kericho,Belgut,Sigowet,Dispensary,Community,Kiptere,Kapkeburu,,BELGUT,Kiptere,0,0,05231145,,,,,,Kericho,20200,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
14690,Kapchebar Dispensary,Rift Valley,Elgeyo Marakwet,Keiyo,Tambach,Dispensary,Ministry of Health,Kiptuilong,Kipga,,KEIYO NORTH,Iten,0,0,,,,,P.O Box 332 Iten,,Iten,3700,Eucabeth Kangogo,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
14691,Kapchebau Dispensary,Rift Valley,Elgeyo Marakwet,Marakwet East,Tirap,Dispensary,Ministry of Health,Embolot,Mumol,,MARAKWET EAST,Kapsowar,0,0,,,,,,,,,Samwel Rotich,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18064,Kapchebwai Dispensary,Rift Valley,Kericho,Kericho,Ainamoi,Dispensary,Ministry of Health,Soin,,,BELGUT,Kericho,0,0,05231145,,,,,,Kericho,20200,Reuben  Too,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
14692,Kapchelal Dispensary,Rift Valley,Elgeyo Marakwet,Keiyo,Tambach,Dispensary,Ministry of Health,Kokwao,Kapchelal,,KEIYO NORTH,Iten,0,0,,,0724-708186,,P.O Box 332 Iten,,Iten,3700,Elzeba  Kiptui,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
14693,Kapchemogen Dispensary,Rift Valley,West Pokot,Pokot South,Batei,Dispensary,Ministry of Health,Ywalateke,Kapchemogen,"Located on Chepkorniswo Sina highway,7km from Chepareria town",SIGOR,Chepareria,0,0,,,,,P.O Box 63,,Kapenguria,30600,Mathew Kiprop Kimuge,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
18839,Destiny Medical Clinic,Central,Kiambu,Limuru,Limuru,Medical Clinic,Private Enterprise (Institution),Limuru,Limuru,Limuru clothes market behind Rongai supermarket (DAKANJAWA PLAZA) next to Emida house,LIMURU,Limuru Market,0,0,,,0720927748,"ngangaelijah@yahoo,com",P.O Box 42,0720759739,karuri,00219,John Ng'ang'a,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19717,Destiny Medical Clinic (Kinoro-Imenti South),Eastern,Meru,Imenti South,Igoji East,Medical Clinic,Private Practice - Nurse / Midwife,Kinoro,Kinoro,,SOUTH IMENTI,Igoji,0,0,,,0726203125,,,,Kinoro,,Mr.Gitonga,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17537,Deteni Medical Clinic,Coast,Kilifi,Rabai,Rabai,Medical Clinic,Private Practice - Clinical Officer,Rabai,Mgumo wa Patsa,Mazeras - Kaloleni Road ,KALOLENI,Mazeras,2,0,0716828390,,0738793126,smumekaa@yahoo.co.uk,P.O Box 40,,Mombasa,80100,Dr Said Mumekaa,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17904,Devki Staff Clinic,Eastern,Machakos,Athi River,Athi River,Medical Clinic,Parastatal,Mavoko,Mavoko,,KATHIANI,Mavoko,1,1,,,,,,,,,Eunice Maeri,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19265,Devki Staff Clinic (Ruiru),Central,Kiambu,Ruiru,Ruiru,Medical Clinic,Company Medical Service,Ruiru,Ruiru,Located at Devki Steel Mills company Ruiru,JUJA,Ruiru,0,0,0202511902,,,info@devkisteel.com,P.O Box 33319,02022966000,Nairobi,00600,George Kiche,Clinical Officer,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19004,Dhanun Clinic,North Eastern,Garissa,Garissa,,Medical Clinic,Private Practice - General Practitioner,,,,DUJIS,,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19874,Dhmt,Rift Valley,Bomet,Sotik,Sotik,District Health Office,Ministry of Health,Chemagel,Kimase,About 500m from Sotik town,SOTIK (PART),Sotik Town,0,0,,,0720703700,sotikmoh09@gmail.com,"P.O Box 287,",0724734425,Sotik,,Austin Ombijah,Doctor In Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19516,Dhs Ghataura,Nairobi,Nairobi,Westlands,parklands,Medical Clinic,Private Practice - General Practitioner,parklands,,,WESTLANDS,,0,0,,,,,,,,,,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
10108,Diana Medical Clinic,Central,Nyeri,Nyeri Central,Municipality,Medical Clinic,Private Practice - Nurse / Midwife,Mukaro,Majengo,,NYERI TOWN,Nyeri Town,0,0,,,0722-601066,,P.O Box 1777,,Nyeri,10100,Agnes G. Marua,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18499,Diani Beach Hospital,Coast,Kwale,Msambweni,Diani,Other Hospital,Private Practice - General Practitioner,Diani,Gombato,Next to Leisure Lodge Golf Resort,MSAMBWENI,Ukunda,19,0,,0403203080,0700999999,info@dbh.co.ke,P.O Box 5074,0735223223,Diani,80401,Dr K S Rekhi,Doctor In Charge,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12916,Diani Dispensary,Nairobi,Nairobi,Kamukunji,Eastleign South,Dispensary,Private Enterprise (Institution),Eastleigh Section Iii,,,KAMUKUNJI,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,Y,,,,,,,,,,,
11304,Diani Health Centre,Coast,Kwale,Msambweni,Diani,Health Centre,Ministry of Health,Diani,Gombato,Along Mombasa-Lungalunga Rd,MSAMBWENI,Diani,6,1,,,0713030398,dianihealthcentre@yahoo.com,P.O Box  556,,Ukunda,80400,Baya Alfred,Clinical Officer,Y,Y,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
18897,Dice Clinic Migori,Nyanza,Migori,Migori,Suba Central,Medical Clinic,Non-Governmental Organizations,Suna Central,Wasweta 1,Situated along police line next to Glory Academy,MIGORI,Police line,2,0,0713603238,0713603238,0713603238,lsadagi@internationalcorps.org,"P.O Box 202,",0721616144,Migori,40400,Albert Ollengo,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
11305,Dida Dispensary,Coast,Kilifi,Ganze,Vitengeni,Dispensary,Ministry of Health,Sokoke,Dida,Along Kilifi Matano manne Vitengeni road near Dida primary school,GANZE,Vitengeni,0,0,,,0700825913,,P.O Box 9 Kilifi,0725520727,Vitengeni,80108,Vincent Makori,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
11306,Didewaride Dispensary,Coast,Lamu,Lamu West,Witu,Dispensary,Ministry of Health,Didewaride,Didewaride,Along Witu Garsen road- 1 km west,LAMU WEST,Didewaride,0,0,,,,,Please specify P.O. Box 21,,Witu,80504,Luke Musumba,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13533,Dienya Health Centre,Nyanza,Siaya,Gem,Wagai,Health Centre,Ministry of Health,West Gem,Dienya West,,GEM,Dienya (Apuoyo) Market,,0,,,,, ,,,40600,Caroline Namachanja,,N,N,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
10109,Difathas Catholic Dispensary,Central,Kirinyaga,Kirinyaga South,Mwea,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Murinduko,Kamunyange,"Off NRB/Embu road, Difathas shopping centre, inside the Daifathas  catholic church compound",MWEA,Difathas,0,0,0168-30279,,0725348127,,P.O Box  636,,Embu,60100,Beth W. Njeru,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
10110,Difathas Health Centre,Central,Kirinyaga,Kirinyaga South,Mwea,Health Centre,Ministry of Health,Murinduko,Kamunyange,"7kms from Embu town, off Embu/NRB road in Difathas twon next to Difathas catholic and ACK churches",MWEA,Difathas,5,1,,,,,P.O Box 24,,Kerugoya,,Sylvester W. Njiru,Clinical Officer,Y,Y,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
13328,Diff Health Centre,North Eastern,Wajir,Wajir South,Diff,Health Centre,Ministry of Health,Diff,Diff,adjacent to Diff primary school and mosque.3kms from Diff Kenya-somalia border,WAJIR SOUTH,Habaswein,0,0,046-421103,,,,P.O Box 25,,Habaswein,70201,Wilson Leala,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19210,Digfer Nursing Home,North Eastern,Mandera,Mandera East,Central,Nursing Home,Private Practice - Nurse / Midwife,Township,Township,,MANDERA EAST,Township,10,0,,,,,,,,,,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
14403,Diguna Dispensary,Rift Valley,Nandi,Tinderet,Tinderet,Dispensary,Other Faith Based,Tinderet,Kimatikei,,TINDERET,Nandi Hills,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,Y,,,,,,,,,,,
13329,Dilmanyaley Health Centre,North Eastern,Wajir,Habaswein,Habaswein,Health Centre,Ministry of Health,Dilmanyaley,Dilmanyaley,Behind AP post along Garissa wajir road,WAJIR SOUTH,Dilmanyale trading centre,0,0,046-421104,,,dilmanyaledispensary@ymail.com,P.O Box  25,,Habaswein,70201,Keziah Sayo Kipande,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
16561,Diplomat Clinic,Eastern,Meru,Buuri,Timau,Medical Clinic,Private Enterprise (Institution),Kithithina,Kithithina,Located within Timau Town near Timau Post Office,NORTH IMENTI,Timau,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18723,Diplomatic Medical Clinic,Eastern,Meru,Imenti North,Buuri ,Medical Clinic,Private Practice - Unspecified,Timau,,,NORTH IMENTI,Timau Market,0,0,,,,,P.O Box 3127,,Meru,60200,Daniel Gitura Kihara,Clinical Officer,N/A,N/A,Operational,,,,,,,,,,,,,,,,,,,,,,
11986,Dirib Gombo Dispensary,Eastern,Marsabit,Marsabit,Gadamoji,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Dirib,Dirib Gombo,"Next to St.Paul Secondary,Marsabit",SAKU,Marsabit,2,0,,,,,P.O Box  285,,Marsabit,60500,Sr. Ann,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,Y,,Y,,,,,,,,,
10192,Gachatha Medical Clinic (Nyeri South),Central,Nyeri,Nyeri Central,Municipality,Medical Clinic,Private Practice - Nurse / Midwife,Mukaro,Ruringu,,NYERI TOWN,Nyeri Town,0,0,,,,,,,,,,Medical Superintendant,N,N,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
10194,Gachege Dispensary,Central,Kiambu,Gatundu North,Mangu,Dispensary,Ministry of Health,Mangu,Gachege,,GATUNDU NORTH,Gatundutown,0,0,,,0734-905216,,P.O Box 84,,Gatundu,01030,Mrs Mariagorret,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
10195,Gachika Dispensary,Central,Kiambu,Gatundu,Gatundu South,Dispensary,Ministry of Health,Kiganjo,Gachika,,GATUNDU SOUTH,Gatundutown,0,0,,,0733-999650,,P.O Box 24,,Ruiru,,Mrs Gladys Chege,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
10196,Gachika Orthodox Medical Clinic,Central,Nyeri,Nyeri Central,Municipality,Dispensary,Other Faith Based,Kiganjo,Gachika,,NYERI TOWN,Gachika,0,0,020-2045906,,0720-519777,,P.O Box P.O. Box 131,,Kiganjo,10100,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18608,Gachororo Health Centre,Central,Kiambu,Thika West,Juja,Health Centre,Ministry of Health,Juja,Kia- ora,"Along Thika Nairobi superhighway, branching at Jomo-kenyatta university and neighbouring Gachororo primary school",JUJA,Gachororo,5,3,,,,,P.O Box 227,,Thika,01000,Ann Martha Wambui,Clinical Officer,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18339,Gachua Catholic Dispensary,Eastern,Meru,Imenti North,Mirigamieru West,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Kiburine,Gachua,"Next to St. Batholomew Prayer House, Gachua Market",NORTH IMENTI,Gachua Market,0,0,,,,,,,Meru,,Erastus Nkari Irubia,Nursing Officer in Charge,N/A,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12023,Gachuriri Dispensary,Eastern,Embu,Mbeere South,Gachoka,Dispensary,Ministry of Health,Mbeti South ,Gachuriri,,GACHOKA,Gachuriri,0,0,068-21040,068-21257,,mohmbeere@yahoo.com, P.O. Box 81,,Siakago,60104,Honorina Muriuki,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12024,Gaciongo Dispensary,Eastern,Tharaka Nithi,Tharaka North,Mukothima,Dispensary,Ministry of Health,Gikingo,Irunduni,Gatunga Mukothima Road,THARAKA,Gatunga,0,0,,,,,P.O Box P.O. Box 5,,MARIMANTI,20215,Shadrack M.Mutindi,Clinical Officer,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
10197,Gaciongo Dispensary (Kirinyaga),Central,Kirinyaga,Kirinyaga East,Gichugu,Dispensary,Ministry of Health,Njukiini,Ngerwe,Next to Gaciongo pri school,GICHUGU,Muthiigini,0,0,,,,,P.O Box 40,,Kiamutugu,,John Njagi,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
10198,Gadi Medical Clinic,Central,Nyeri,Mathira East,Mathira,Medical Clinic,Private Practice - Clinical Officer,Karatina,Karatina,,MATHIRA,Karatina,0,0,,,,,,,,,Gadson Githiomi,,N,N,Operational,,,,,,,,,Y,,,,,,,,,,,,,
12025,Gafarsa Health Centre,Eastern,Isiolo,Garbatula,Garbatulla,Health Centre,Ministry of Health,Garfarsa,Garfarsa,,ISIOLO SOUTH,Garfarsa,2,0,064-30326,,020-8003129,garbatulladh@ymail.com,P.O Box P.O. Box 20,,Garbatulla,60301,Caroline Nkirote,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
11380,Gahaleni Dispensary,Coast,Kilifi,Malindi,Malindi,Dispensary,Ministry of Health,Malindi,Kijiwe Tanga,Along Malindi-Mombasa road branch to Takaye  Primary  next to,MALINDI,Malindi,0,0,00000000000,,,,P.O Box  918,,Malindi,80200,Crispus Muranga Nyanje,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19918,Gaichanjiru Hospita (Satelite),Central,Murang'a,Kandara,Kandara,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Kagunduini,Gitura,At Kenol town opp Magomano petrol station,KANDARA,Kenol,0,0,,,,,,,,,,,N,N/A,Operational,,,,,,,,,,,,,,,,,,,,,,
10199,Gaichanjiru Hospital,Central,Murang'a,Kandara,Kandara,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,Gaichanjiru,Gaichanjiru,At gaichanjiru market.,KANDARA,Gaichanjiru,147,0,,,0722-488292,,P.O Box  483,,Thika,,Terry,,N,N,Operational,,,,,,,Y,,,,Y,,Y,,,,,,,,,
12946,Gaimu Clinic,Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Enterprise (Institution),Mathare,,,STAREHE,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
13556,Gairoro Dispensary,Nyanza,Migori,Kuria East,Ntimaru,Dispensary,Ministry of Health,Bwirege East,Gwitembe,,KURIA,Ntimaru,2,0,,,,, P.O. Box 10,,Kegonga,40416,Edinah Angwenyi,,N,N,Operational,,,,,,,,,Y,,,,,,,,,,,,,
12026,Gaitu Dispensary,Eastern,Meru,Meru Central,Abothuguchi East,Dispensary,Christian Health Association of Kenya,Gaitu East,Gaitu,Along Marty road.,CENTRAL IMENTI,Gaitu Market,0,0,,,,,Please specify P.O. Box 35,,Chogoria,,Mrs Ntuga,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
16833,Gaitu Medical Clinic,Eastern,Meru,Meru Central,Abothuguchi East,Medical Clinic,Private Enterprise (Institution),Gaitu ,Gaitu ,,CENTRAL IMENTI,Chaaria Market,0,0,,,,,P.O Box P.O. Box 39,,Meru,60200,,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
10200,Gakawa Dispensary,Central,Nyeri,Kieni East,Kieni East,Health Centre,Ministry of Health,Kahurura,Kahurura,,KIENI,Gakawa,1,0,,,,,P.O Box 402,,Nanyuki,10400,Nancy Gachagua,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
10201,Gakira Medical Clinic,Central,Murang'a,Muranga West,Kangema,Medical Clinic,Private Enterprise (Institution),Muguru,Gakira,,KANGEMA,Kangema,0,0,,,,,,,Murang'A,,,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
10202,Gakoe Health Centre,Central,Kiambu,Gatundu,Kamwangi,Health Centre,Ministry of Health,Mangu,Gakoe,,GATUNDU NORTH,Gatundutown,3,1,061-30318,,,,P.O Box 84,,Gatundu,10100,Stephen Mwangi,Clinical Officer,N,Y,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
